dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,4
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000003,native cell,8697
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,259
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000129,microglial cell,325
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,4494
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,1
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,74
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,2160
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,5122
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,2929
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000003,native cell,3580
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,30
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000129,microglial cell,216
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,2647
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,5
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,73
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,1250
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,1737
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,680
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000003,native cell,767
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,48
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000129,microglial cell,344
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,8247
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,263
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,683
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,998
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,768
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000003,native cell,2287
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,105
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000129,microglial cell,266
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,1540
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,6
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,415
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,347
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0011026,progenitor cell,291
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,1510
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000003,native cell,5121
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,386
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000129,microglial cell,1692
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,10400
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,1647
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,5938
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,3283
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,parietal cortex,UBERON:0016530,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,5848
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0000003,native cell,4695
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0000129,microglial cell,95
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,830
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,47
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,1195
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,393
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,1914
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,16th week post-fertilization human stage,unknown,CL:1001602,cerebral cortex endothelial cell,70
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0000003,native cell,284
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,70
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,557
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,39
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,38
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,17th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,84
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000003,native cell,223
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,6
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000129,microglial cell,30
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,9687
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,7
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,109
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,1827
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,1699
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,18th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,198
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000003,native cell,5105
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,49
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000129,microglial cell,161
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,4748
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,31
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,318
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,3164
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,1313
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,19th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,319
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000003,native cell,2127
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,172
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000129,microglial cell,299
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,10705
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,24
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,306
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,2950
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,2886
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,20th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,1820
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000003,native cell,1283
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,137
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000129,microglial cell,61
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,3568
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0000695,Cajal-Retzius cell,14
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,346
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,1074
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0011026,progenitor cell,415
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,22nd week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,759
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000003,native cell,683
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,274
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000129,microglial cell,156
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,17223
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,443
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0010011,cerebral cortex GABAergic interneuron,1190
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,59
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,prefrontal cortex,UBERON:0000451,unknown,unknown,25th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,2377
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0000003,native cell,128
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0000071,blood vessel endothelial cell,10
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0000129,microglial cell,1
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0000679,glutamatergic neuron,312
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0002453,oligodendrocyte precursor cell,8
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0011026,progenitor cell,58
Second Trimester Human Developing Brain Regions and Cortical Areas,ae4f8ddd-cac9-4172-9681-2175da462f2e,primary motor cortex,UBERON:0001384,unknown,unknown,14th week post-fertilization human stage,unknown,CL:0013000,forebrain radial glial cell,43
