dataset_name,dataset_id,tissue_type,tissue_ontology_term_id,sex,donor_id,development_stage,ethnicity,cell_type_ontology_id,cell_type,cell_count
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000451,dendritic cell,2
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000584,enterocyte,445
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000623,natural killer cell,23
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000669,pericyte cell,54
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000677,gut absorptive cell,40
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000738,leukocyte,12
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000764,erythroid lineage cell,66
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000784,plasmacytoid dendritic cell,6
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0000898,naive T cell,2
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0001071,group 3 innate lymphoid cell,1
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0002088,interstitial cell of Cajal,12
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0002319,neural cell,10
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0002504,enteric smooth muscle cell,199
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0008015,inhibitory motor neuron,2
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0009011,transit amplifying cell of colon,17
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0009012,transit amplifying cell of small intestine,246
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0009016,intestinal crypt stem cell of large intestine,55
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0009017,intestinal crypt stem cell of small intestine,1
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0011026,progenitor cell,14
Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,9dfd2243-74d6-4924-86bd-c206ca9287b1,colon,UBERON:0001155,male,unknown,66-year-old human stage,unknown,CL:0019031,intestine goblet cell,316
